"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW"
"US1MNRM0112","LITTLE CANADA 0.9 SSW, MN US","45.01173","-93.09227","275.8","2021-01-12","0.0",
"US1MNRM0112","LITTLE CANADA 0.9 SSW, MN US","45.01173","-93.09227","275.8","2021-01-13","0.0",
"US1MNRM0112","LITTLE CANADA 0.9 SSW, MN US","45.01173","-93.09227","275.8","2021-01-14","0.0",
"US1MNRM0112","LITTLE CANADA 0.9 SSW, MN US","45.01173","-93.09227","275.8","2021-01-15","8.6",
"US1MNRM0112","LITTLE CANADA 0.9 SSW, MN US","45.01173","-93.09227","275.8","2021-01-16","0.0",
"US1MNRM0112","LITTLE CANADA 0.9 SSW, MN US","45.01173","-93.09227","275.8","2021-01-17","0.0",
"US1MNRM0112","LITTLE CANADA 0.9 SSW, MN US","45.01173","-93.09227","275.8","2021-01-18","0.0",
"US1MNRM0112","LITTLE CANADA 0.9 SSW, MN US","45.01173","-93.09227","275.8","2021-01-19","0.0",
"US1MNRM0112","LITTLE CANADA 0.9 SSW, MN US","45.01173","-93.09227","275.8","2021-01-20","0.5",
"US1MNRM0112","LITTLE CANADA 0.9 SSW, MN US","45.01173","-93.09227","275.8","2021-01-21","0.0",
"US1MNRM0112","LITTLE CANADA 0.9 SSW, MN US","45.01173","-93.09227","275.8","2021-01-22","0.0",
"US1MNRM0112","LITTLE CANADA 0.9 SSW, MN US","45.01173","-93.09227","275.8","2021-01-23","0.0",
"US1MNRM0112","LITTLE CANADA 0.9 SSW, MN US","45.01173","-93.09227","275.8","2021-01-24","6.6",
"US1MNRM0112","LITTLE CANADA 0.9 SSW, MN US","45.01173","-93.09227","275.8","2021-01-25","0.0",
"US1MNRM0112","LITTLE CANADA 0.9 SSW, MN US","45.01173","-93.09227","275.8","2021-01-26","0.0","0.0"
